,population
GUANACASTE|NICOYA|CURIME,937
ALAJUELA|SAN CARLOS|SAN JOSE DE LA TIGRA,969
LIMON|SIQUIRRES|ALTO LAS BRISAS DE PACUARITO,127
CARTAGO|JIMENEZ|HUMO,685
GUANACASTE|LA CRUZ|PALMARES,211
PUNTARENAS|OSA|JALACA (PARTE SUR),135
ALAJUELA|SAN CARLOS|LINDA VISTA,710
LIMON|TALAMANCA|MANZANILLO,392
ALAJUELA|GRECIA|ALTOS DE PERALTA,2070
ALAJUELA|SAN CARLOS|SAN MARCOS NORTE,463
ALAJUELA|RIO CUARTO|LA TABLA,533
PUNTARENAS|QUEPOS|PUNTO DE MIRA,83
PUNTARENAS|CENTRAL|PUEBLO NUEVO,180
ALAJUELA|GRECIA|CEDRO,710
ALAJUELA|SAN CARLOS|SAN DIEGO,209
ALAJUELA|SAN CARLOS|DELICIAS,1389
ALAJUELA|ATENAS|MORAZAN,712
PUNTARENAS|BUENOS AIRES|VILLA HERMOSA,242
PUNTARENAS|CENTRAL|SARMIENTO,294
ALAJUELA|GRECIA|SAN JOSE Y SANTA GERTRUDIS NORTE,2003
ALAJUELA|POAS|SANTA ROSA,678
GUANACASTE|NICOYA|JUAN DIAZ,405
PUNTARENAS|CORREDORES|COTO CUARENTA Y DOS,355
LIMON|TALAMANCA|CAHUITA,1207
PUNTARENAS|ESPARZA|SAN RAFAEL,511
HEREDIA|SARAPIQUI|COLONIA SAN JOSE,1200
GUANACASTE|ABANGARES|POZO AZUL,428
ALAJUELA|NARANJO|PALMITOS,1342
ALAJUELA|SAN CARLOS|TRES Y TRES,388
ALAJUELA|GRECIA|LEON CORTES CASTRO,856
CARTAGO|TURRIALBA|PALOMO,352
CARTAGO|LA UNION|LA CIMA,563
CARTAGO|TURRIALBA|FUENTE,182
PUNTARENAS|BUENOS AIRES|PARAISO (ANIMAS),174
CONSULADO|AUSTRALIA|CANBERRA,147
LIMON|CENTRAL|CANGREJOS,590
SAN JOSE|PEREZ ZELEDON|SANTO TOMAS,170
ALAJUELA|SAN RAMON|SANTIAGO,2611
ALAJUELA|SAN CARLOS|CARRIZAL,237
GUANACASTE|SANTA CRUZ|HUACAS,976
PUNTARENAS|BUENOS AIRES|CURRE,406
HEREDIA|SARAPIQUI|EL PALMAR,186
CARTAGO|TURRIALBA|COLONIA GUAYABO,523
GUANACASTE|CARRILLO|SANTO DOMINGO,434
CARTAGO|TURRIALBA|PACUARE,54
ALAJUELA|NARANJO|CIRRI SUR,2048
PUNTARENAS|PARRITA|BEJUCO,274
ALAJUELA|CENTRAL|EL CERRO,656
GUANACASTE|SANTA CRUZ|SAN FRANCISCO,427
CARTAGO|JIMENEZ|TUCURRIQUE,2470
HEREDIA|SARAPIQUI|SAN RAMON,555
PUNTARENAS|BUENOS AIRES|MAIZ DE BORUCA,334
CARTAGO|OREAMUNO|SANTA ROSA,1331
LIMON|TALAMANCA|DINDIRI O CARBON DOS,164
PUNTARENAS|CORREDORES|SAN MARTIN,556
PUNTARENAS|CENTRAL|PANICA,245
GUANACASTE|SANTA CRUZ|DIRIA O RIO GRANDE,382
ALAJUELA|NARANJO|COMUN O SAN RAFAEL,878
GUANACASTE|LIBERIA|EL GALLO,418
PUNTARENAS|GOLFITO|FLORIDA (AGUADA),131
GUANACASTE|NICOYA|NAMBI,1034
ALAJUELA|SAN MATEO|DULCE NOMBRE,71
HEREDIA|SARAPIQUI|LA ALDEA,447
PUNTARENAS|GOLFITO|CARBONERA,84
CARTAGO|PARAISO|RIO MACHO,710
SAN JOSE|PEREZ ZELEDON|BRUJO,133
PUNTARENAS|MONTES DE ORO|SAN ISIDRO (TIGRE),1346
ALAJUELA|SAN CARLOS|LA UNION ESTE,904
CONSULADO|ARGENTINA|BUENOS AIRES,269
GUANACASTE|NANDAYURE|QUEBRADA GRANDE,146
ALAJUELA|NARANJO|SANTA MARGARITA,143
GUANACASTE|NICOYA|TERCIOPELO,340
PUNTARENAS|CENTRAL|MORALES,1004
LIMON|CENTRAL|MOIN,605
ALAJUELA|UPALA|LAS ARMENIAS,271
LIMON|SIQUIRRES|BOCA DE PARISMINA,264
GUANACASTE|CARRILLO|PASO TEMPISQUE (PARTE OESTE),1050
SAN JOSE|LEON CORTES CASTRO|LA CUESTA O BAJO DE TARRAZU,292
CONSULADO|SUIZA|BERNA,490
PUNTARENAS|BUENOS AIRES|SAN LUIS (FLORIDA),275
ALAJUELA|SAN CARLOS|PORVENIR,795
CARTAGO|TURRIALBA|PERALTA,335
GUANACASTE|CAÑAS|SAN MIGUEL O CUATRO ESQUINAS,835
GUANACASTE|CARRILLO|LA GUINEA,205
GUANACASTE|NICOYA|TALOLINGA,264
PUNTARENAS|BUENOS AIRES|PASO REAL,65
PUNTARENAS|ESPARZA|SAN JERONIMO,381
GUANACASTE|NICOYA|SAMARA,1449
GUANACASTE|CARRILLO|RIO CAÑAS NUEVO,570
CARTAGO|EL GUARCO|SABANA GRANDE,388
GUANACASTE|SANTA CRUZ|SAN PEDRO,492
CARTAGO|EL GUARCO|PURIRES (PARTE OESTE),716
GUANACASTE|NICOYA|CASITAS,709
ALAJUELA|RIO CUARTO|SANTA ISABEL,907
ALAJUELA|UPALA|QUEBRADON,585
PUNTARENAS|MONTES DE ORO|CIRUELAS,54
CARTAGO|TURRIALBA|SAN RAFAEL,386
HEREDIA|SARAPIQUI|TIRIMBINA,159
PUNTARENAS|CENTRAL|CHOMES,873
LIMON|MATINA|BRISTOL,481
ALAJUELA|RIO CUARTO|PATA DE GALLO (LOS ANGELES SUR),47
ALAJUELA|SAN CARLOS|CORAZON DE JESUS DE LA TESALIA,377
GUANACASTE|LA CRUZ|SANTA CECILIA,2932
GUANACASTE|CAÑAS|BUENOS AIRES LA GOTERA(ALTO LAJAS),351
CARTAGO|ALVARADO|CAPELLADES,1189
CARTAGO|CENTRAL|AZAHAR (PENJAMO),1168
PUNTARENAS|CENTRAL|JUDAS,915
PUNTARENAS|ESPARZA|SAN JUAN GRANDE,1953
ALAJUELA|CENTRAL|SAN MIGUEL DE SARAPIQUI,985
ALAJUELA|SAN CARLOS|BUENOS AIRES,557
LIMON|CENTRAL|PANDORA ESTE (LA PLASTICA),625
ALAJUELA|SAN CARLOS|LOS LLANOS O ALTAMIRITA,682
ALAJUELA|NARANJO|HLE. JOSE DEL OLMO,54
ALAJUELA|CENTRAL|CORAZON DE JESUS,86
CARTAGO|TURRIALBA|ATIRRO,174
GUANACASTE|SANTA CRUZ|CARTAGENA,2835
GUANACASTE|CARRILLO|SAN BLAS,948
LIMON|CENTRAL|CAI. LIMON (SANDOVAL),421
GUANACASTE|NICOYA|SAN LAZARO,359
PUNTARENAS|CENTRAL|NANCITE (SAN ANTONIO),517
ALAJUELA|NARANJO|SAN ROQUE,609
GUANACASTE|CARRILLO|NUEVO COLON,193
GUANACASTE|LIBERIA|CAI. CALLE REAL (MODULO D3-D4),152
PUNTARENAS|OSA|SABALO,71
ALAJUELA|SAN CARLOS|LA PALMERA,1014
SAN JOSE|TARRAZU|ESQUIPULAS,24
LIMON|TALAMANCA|SHIROLES (XIROLES),2307
PUNTARENAS|ESPARZA|JUANILAMA,964
GUANACASTE|SANTA CRUZ|LORENA,336
ALAJUELA|GUATUSO|TIALES,371
ALAJUELA|SAN RAMON|BAJO ZUÑIGA,505
ALAJUELA|SAN CARLOS|VENADO,718
GUANACASTE|CAÑAS|HIGUERON ABAJO,131
PUNTARENAS|CENTRAL|TAMBOR,346
PUNTARENAS|CENTRAL|RIO FRIO,72
GUANACASTE|CARRILLO|PALMIRA,1357
PUNTARENAS|GOLFITO|LLANO BONITO,92
GUANACASTE|NANDAYURE|CACAO,414
CONSULADO|CHILE|SANTIAGO,301
CARTAGO|JIMENEZ|SAN MARTIN,326
ALAJUELA|UPALA|DELICIAS,825
GUANACASTE|CARRILLO|BELEN,3356
ALAJUELA|GRECIA|SAN LUIS,777
ALAJUELA|GRECIA|CALLE SAN JOSE,640
ALAJUELA|UPALA|SAN RAFAEL O CHIMURRIA ABAJO,523
ALAJUELA|LOS CHILES|MONTEALEGRE,203
PUNTARENAS|BUENOS AIRES|OLAN,57
GUANACASTE|NICOYA|BOCAS DE NOSARA,2988
PUNTARENAS|QUEPOS|MARITIMA,144
LIMON|POCOCI|LINDA VISTA,97
GUANACASTE|HOJANCHA|ALTOS DEL SOCORRO,117
GUANACASTE|SANTA CRUZ|VEINTISIETE DE ABRIL,1676
CONSULADO|PAISES BAJOS|LA HAYA,392
CARTAGO|PARAISO|LA LOAIZA,249
SAN JOSE|PEREZ ZELEDON|PIEDRA ALTA,102
ALAJUELA|NARANJO|SAN ANTONIO DE BARRANCA,434
CARTAGO|EL GUARCO|CAI. JORGE DEBRAVO,466
PUNTARENAS|OSA|FINCA DOS-CUATRO,413
CARTAGO|TURRIALBA|ESMERALDA,156
CARTAGO|PARAISO|AJENJAL,640
GUANACASTE|LIBERIA|CORAZON DE JESUS,6007
LIMON|CENTRAL|WESTFALIA,269
LIMON|POCOCI|LA CURIA (BUENOS AIRES),275
ALAJUELA|GRECIA|SAN MIGUEL ARRIBA,259
ALAJUELA|SAN RAMON|BAJO CORDOBA,40
ALAJUELA|SAN RAMON|PIEDADES SUR,1329
PUNTARENAS|BUENOS AIRES|CAJON,262
CARTAGO|TURRIALBA|CIMARRONES,399
GUANACASTE|SANTA CRUZ|PARAISO O RIO SEQUITO,1232
CARTAGO|TURRIALBA|SIMIRIÑAC (JACUY),333
ALAJUELA|SAN RAMON|LOS CRIQUES,520
CARTAGO|TURRIALBA|VERBENA NORTE,537
ALAJUELA|SAN RAMON|SAN JOSE (RIO JESUS),427
ALAJUELA|SAN RAMON|EMPALME,537
CARTAGO|PARAISO|URASCA,543
PUNTARENAS|ESPARZA|HLE. CARLOS VENEGAS,13
PUNTARENAS|CENTRAL|CERRO PLANO,646
PUNTARENAS|ESPARZA|MATA DE LIMON,577
PUNTARENAS|GOLFITO|PROGRESO DE CONTEBURICA,271
ALAJUELA|SARCHI|LOS ANGELES,176
ALAJUELA|ATENAS|ESCOBAL,542
GUANACASTE|BAGACES|MONTANO,236
LIMON|SIQUIRRES|MADRE DE DIOS,277
ALAJUELA|UPALA|AGUAS CLARAS,817
LIMON|MATINA|CUATRO MILLAS,307
CARTAGO|TURRIALBA|SANTA CRUZ,755
ALAJUELA|UPALA|SAN JOSE O PIZOTE,3031
ALAJUELA|SARCHI|SABANILLA,439
GUANACASTE|NICOYA|SANTA ELENA (PARTE OESTE),263
PUNTARENAS|OSA|EL PROGRESO,120
CONSULADO|EMIRATOS ARABES UNIDOS|ABU DHABI,46
ALAJUELA|ATENAS|SAN ISIDRO,653
GUANACASTE|SANTA CRUZ|SANTA ROSA,837
PUNTARENAS|OSA|FINCA GUANACASTE (PARTE OESTE),123
CARTAGO|TURRIALBA|BONILLA ARRIBA,67
CARTAGO|EL GUARCO|LA ESTRELLA,483
GUANACASTE|CAÑAS|SAN MARTIN,2389
ALAJUELA|PALMARES|CALLE VARGAS,1154
CARTAGO|TURRIALBA|EL SILENCIO,272
CARTAGO|TURRIALBA|GUAYABO ABAJO,334
ALAJUELA|GRECIA|CAJON ARRIBA,292
GUANACASTE|NANDAYURE|SAN PABLO,1146
LIMON|TALAMANCA|DAYTONIA,683
GUANACASTE|SANTA CRUZ|CACAO,913
GUANACASTE|BAGACES|RIO NARANJO,666
HEREDIA|SARAPIQUI|LOS ANGELES DE COLONIA CARVAJAL,140
PUNTARENAS|CENTRAL|MANZANILLO DEL GOLFO,415
ALAJUELA|RIO CUARTO|LOS ANGELES,211
ALAJUELA|UPALA|CARTAGOS NORTE,280
CARTAGO|TURRIALBA|LA FLOR DE TRES EQUIS,277
ALAJUELA|SAN RAMON|ALTO VILLEGAS,401
PUNTARENAS|CENTRAL|ISLA CABALLO,189
SAN JOSE|PEREZ ZELEDON|VILLA BONITA,82
CARTAGO|TURRIALBA|PACAYITAS,439
ALAJUELA|ATENAS|RINCON DE SAN ISIDRO,929
HEREDIA|SANTA BARBARA|LOS CARTAGOS,111
GUANACASTE|ABANGARES|LA PALMA,904
GUANACASTE|SANTA CRUZ|SAN JOSE DE PINILLA,578
ALAJUELA|NARANJO|SAN FRANCISCO (VACA MUERTA),358
GUANACASTE|SANTA CRUZ|DELICIAS,446
GUANACASTE|LIBERIA|CAÑAS DULCES,1362
LIMON|TALAMANCA|GANDOCA,227
CARTAGO|TURRIALBA|MOLLEJONES,168
PUNTARENAS|OSA|DRAKE (AGUJITAS),656
ALAJUELA|SAN CARLOS|SAN PEDRO Y TABLA GRANDE,169
PUNTARENAS|GOLFITO|PUNTA BANCO (NICARAGUA),278
ALAJUELA|LOS CHILES|COQUITAL,762
ALAJUELA|LOS CHILES|CRISTO REY,407
GUANACASTE|BAGACES|BEBEDERO (NORTE DEL RIO),181
ALAJUELA|SAN CARLOS|PALMAR,232
GUANACASTE|NICOYA|SANTO DOMINGO,115
PUNTARENAS|CENTRAL|BELLO HORIZONTE,303
GUANACASTE|NICOYA|ZAPOTE,262
GUANACASTE|LA CRUZ|LA GARITA,589
LIMON|TALAMANCA|HLE. SANTA LUISA,23
PUNTARENAS|ESPARZA|PARAISO O BRUSELAS,257
LIMON|CENTRAL|SANTA RITA,217
ALAJUELA|LOS CHILES|LOS LIRIOS,650
GUANACASTE|LIBERIA|CERECEDA (GUADALUPE),1114
GUANACASTE|NANDAYURE|QUEBRADA SECA O PILAS DE BEJUCO,166
ALAJUELA|SAN CARLOS|CONCEPCION,150
CONSULADO|CHINA|BEIJIN,109
PUNTARENAS|CORREDORES|RIO BONITO DE NEILY,175
GUANACASTE|TILARAN|CABECERAS DE CAÑAS,623
ALAJUELA|GRECIA|SAN ISIDRO,1445
GUANACASTE|NICOYA|SAN VICENTE ABAJO,545
GUANACASTE|CARRILLO|COYOLITO,332
GUANACASTE|ABANGARES|SAN BUENAVENTURA,728
CARTAGO|TURRIALBA|COLORADO,817
LIMON|CENTRAL|HLE. VICTOR CASCO TORRES,18
ALAJUELA|CENTRAL|CERRILLAL,335
SAN JOSE|DOTA|SUKIA O EL BRUJO,47
ALAJUELA|ZARCERO|SANTA ROSA,985
CARTAGO|JIMENEZ|EL NARANJO,584
CARTAGO|TURRIALBA|SAN VICENTE,180
ALAJUELA|UPALA|SAN RAMON,675
LIMON|CENTRAL|VALLE AURORA,321
ALAJUELA|PALMARES|RINCON DE ZARAGOZA,3215
PUNTARENAS|CENTRAL|BOCANA,391
PUNTARENAS|ESPARZA|CERRILLOS,146
ALAJUELA|UPALA|LAS BRISAS (MIRAMAR),425
ALAJUELA|SAN RAMON|BAJO LA PAZ,657
LIMON|MATINA|ESPERANZA,296
ALAJUELA|SAN RAMON|LLANO DE BRENES,494
GUANACASTE|BAGACES|LA FORTUNA,1795
CARTAGO|ALVARADO|LOURDES (CALLEJON),71
GUANACASTE|ABANGARES|PEÑAS BLANCAS,324
PUNTARENAS|MONTES DE ORO|LA UNION,211
GUANACASTE|NICOYA|CUAJINIQUIL,202
LIMON|POCOCI|BOCA TORTUGUERO,782
ALAJUELA|CENTRAL|CAI. LUIS PAULINO MORA MORA,447
CARTAGO|ALVARADO|SANTA TERESA,548
GUANACASTE|TILARAN|RIO PIEDRAS (GUADALAJARA),323
ALAJUELA|GRECIA|CALLE RODRIGUEZ,599
GUANACASTE|CAÑAS|SANDILLAL,516
GUANACASTE|NICOYA|FLORIDA,387
GUANACASTE|NICOYA|LOMA BONITA O LAS CASITAS,459
ALAJUELA|SAN CARLOS|ESTERITO,298
GUANACASTE|HOJANCHA|LOS ANGELES NORTE,205
PUNTARENAS|BUENOS AIRES|SALITRE,496
ALAJUELA|UPALA|VILLANUEVA,869
PUNTARENAS|CENTRAL|PUERTO PALITO,378
LIMON|CENTRAL|VESTA,457
ALAJUELA|SAN CARLOS|LAS BRISAS,101
ALAJUELA|SAN MATEO|MADERAL,118
GUANACASTE|CAÑAS|BEBEDERO (SUR DEL RIO),1302
GUANACASTE|HOJANCHA|HUACAS,390
CARTAGO|ALVARADO|BUENA VISTA,169
ALAJUELA|SARCHI|SAN JOSE DE TROJAS,796
GUANACASTE|SANTA CRUZ|TALOLINGUITA,373
ALAJUELA|UPALA|RIO NEGRO,317
LIMON|POCOCI|LA FORTUNA,172
CARTAGO|ALVARADO|SAN RAFAEL DE IRAZU,289
ALAJUELA|SAN CARLOS|SAN RAFAEL DE PLATANAR,171
CONSULADO|NICARAGUA|CHINANDEGA,171
GUANACASTE|TILARAN|FLORIDA (PATIOS),151
GUANACASTE|NICOYA|SAN ANTONIO,770
ALAJUELA|SAN CARLOS|BOCA TAPADA,311
CONSULADO|AUSTRIA|VIENA,191
ALAJUELA|UPALA|HIGUERON (PARTE SUR),444
LIMON|SIQUIRRES|SEIS AMIGOS,186
ALAJUELA|SAN CARLOS|SONAFLUCA,1213
GUANACASTE|NICOYA|MORACIA,666
ALAJUELA|GRECIA|SAN MIGUEL,631
CARTAGO|PARAISO|EL YAS,775
ALAJUELA|SAN RAMON|SALVADOR,174
LIMON|POCOCI|CAI. CARLOS LUIS FALLAS (MOD. D-E),246
GUANACASTE|CAÑAS|JABILLA ABAJO,410
GUANACASTE|NICOYA|CORRALILLO,891
GUANACASTE|NANDAYURE|SAN ANTONIO DE ZAPOTAL,205
PUNTARENAS|OSA|SAN BUENAVENTURA,351
PUNTARENAS|CENTRAL|MAL PAIS,254
GUANACASTE|NICOYA|LA ESPERANZA SUR,536
GUANACASTE|NICOYA|PUERTO HUMO,177
GUANACASTE|NANDAYURE|COROZALITO,238
ALAJUELA|ZARCERO|PUEBLO NUEVO DE LA PICADA,476
GUANACASTE|LIBERIA|CURUBANDE,430
ALAJUELA|UPALA|COLONIA BLANCA,326
ALAJUELA|SAN CARLOS|CORAZON DE JESUS,261
GUANACASTE|NICOYA|BARRAHONDA O NACAOME,398
GUANACASTE|SANTA CRUZ|RIO SECO,447
GUANACASTE|CARRILLO|LOS PLANES,323
PUNTARENAS|OSA|ALTO LAGUNA,120
ALAJUELA|SAN RAMON|SOCORRO,143
ALAJUELA|ZARCERO|TAPESCO,990
ALAJUELA|RIO CUARTO|LA VICTORIA  (PARTE SUR),396
PUNTARENAS|CENTRAL|GUACIMAL,582
GUANACASTE|ABANGARES|SAN RAFAEL (DESPACIO),390
ALAJUELA|UPALA|SAN ISIDRO DE ZAPOTE,854
ALAJUELA|SAN CARLOS|SANTA RITA,470
GUANACASTE|NANDAYURE|EL CARMEN,168
GUANACASTE|LIBERIA|CAI. CALLE REAL (MOD. B CASITAS),256
PUNTARENAS|CENTRAL|VALLE AZUL,277
LIMON|POCOCI|CAI. CARLOS LUIS FALLAS (MOD. ABC),372
ALAJUELA|SAN MATEO|ESTANQUILLOS O SAN ANTONIO (P.O.),79
ALAJUELA|SAN CARLOS|SAN JOSE DE LA MONTAÑA,109
PUNTARENAS|MONTES DE ORO|PALMITAL,266
CONSULADO|BELGICA|BRUSELAS,218
ALAJUELA|CENTRAL|CAI. GERARDO RODRIGUEZ ECHEVERRIA,508
SAN JOSE|PURISCAL|BAJO REY,41
PUNTARENAS|CENTRAL|MALINCHE,242
CARTAGO|TURRIALBA|BAJO PACUARE O SUR,171
CONSULADO|URUGUAY|MONTEVIDEO,31
LIMON|TALAMANCA|AMUBRI,2108
ALAJUELA|SAN CARLOS|SAN JOSECITO DE CUTRIS,263
ALAJUELA|ZARCERO|LAGUNA,1231
ALAJUELA|ZARCERO|ZAPOTE,289
PUNTARENAS|MONTES DE ORO|ZAGALA VIEJA,215
GUANACASTE|TILARAN|SAN RAMON,227
ALAJUELA|NARANJO|LOS ROBLES,350
ALAJUELA|ZARCERO|SAN LUIS O MORELOS,341
PUNTARENAS|GOLFITO|CACAO,141
PUNTARENAS|CENTRAL|ISLA DEL COCO,21
GUANACASTE|SANTA CRUZ|GUAITIL,509
PUNTARENAS|QUEPOS|PASITO,163
PUNTARENAS|CENTRAL|CAI. 26 DE JULIO (SENTENCIADOS),570
GUANACASTE|CAÑAS|HOTEL,491
GUANACASTE|NICOYA|GARZA,264
GUANACASTE|BAGACES|MONTENEGRO,670
ALAJUELA|CENTRAL|CAI. AMBITOS A Y B (MINIMA),710
LIMON|SIQUIRRES|PERLA,764
GUANACASTE|ABANGARES|COYOLITO DE ABANGARES O LA PEÑA,50
GUANACASTE|ABANGARES|CAMPOS DE ORO DE ABANGARES,214
PUNTARENAS|GOLFITO|FINCA 54,581
LIMON|TALAMANCA|SIBUJU,358
PUNTARENAS|CENTRAL|PLAYA BLANCA,164
GUANACASTE|ABANGARES|RANCHO ANIA O LOURDES (PARTE),492
CONSULADO|PANAMA|DAVID,301
GUANACASTE|CARRILLO|CORRALILLO,668
GUANACASTE|LA CRUZ|ARMENIA,85
ALAJUELA|CENTRAL|CAI. REYNALDO VILLALOBOS Z.,532
GUANACASTE|NICOYA|QUEBRADA HONDA,374
GUANACASTE|NANDAYURE|BELLAVISTA,107
PUNTARENAS|BUENOS AIRES|CACIQUE,63
GUANACASTE|LA CRUZ|LAS BRISAS,234
GUANACASTE|NANDAYURE|JABILLOS,283
PUNTARENAS|BUENOS AIRES|PUENTE DE SALITRE,378
ALAJUELA|RIO CUARTO|SAN VICENTE,115
PUNTARENAS|CORREDORES|MARIPOSA,329
GUANACASTE|SANTA CRUZ|BERNABELA,603
PUNTARENAS|PARRITA|ISLA DAMAS,37
PUNTARENAS|CENTRAL|ORIENTE (ISLA VENADO PARTE),455
ALAJUELA|SAN CARLOS|LA LEGUA,296
SAN JOSE|CENTRAL|CAI. CRISTO REY (SAN SEBASTIAN),252
ALAJUELA|SAN CARLOS|JICARITO,398
ALAJUELA|LOS CHILES|VERACRUZ,422
ALAJUELA|SAN RAMON|LA GUARIA,510
PUNTARENAS|MONTES DE ORO|LAGUNA,174
ALAJUELA|NARANJO|BARRANCA,383
ALAJUELA|CENTRAL|CAI. AMBITO C (MEDIANA ABIERTA),310
PUNTARENAS|CENTRAL|SANTA TERESA (CARMEN),682
LIMON|SIQUIRRES|SAN ANTONIO,219
ALAJUELA|SAN RAMON|LA BALSA,94
HEREDIA|SARAPIQUI|COLONIA LA GATA,189
GUANACASTE|CAÑAS|NUEVA GUATEMALA,403
CARTAGO|TURRIALBA|SAN JOAQUIN (CABEZA DE BUEY),235
GUANACASTE|ABANGARES|HIGUERILLAS,104
ALAJUELA|UPALA|SANTA ROSA (CHIMURRIA ARRIBA),298
CARTAGO|ALVARADO|IRAZU SUR,372
GUANACASTE|LIBERIA|IRIGARAY,388
ALAJUELA|GUATUSO|SILENCIO,413
GUANACASTE|TILARAN|LAS NUBES DE RIO CHIQUITO,158
CARTAGO|OREAMUNO|SAN GERARDO SUR DE PASQUI,444
GUANACASTE|HOJANCHA|BETANIA O JOBO,100
GUANACASTE|LA CRUZ|TEMPATAL,371
ALAJUELA|ZARCERO|PALMIRA,559
GUANACASTE|SANTA CRUZ|GARITA NUEVA,450
HEREDIA|BARVA|SACRAMENTO,89
GUANACASTE|SANTA CRUZ|ORTEGA,988
ALAJUELA|SAN CARLOS|BUENAVISTA,321
ALAJUELA|SAN RAMON|BUREAL,123
GUANACASTE|NANDAYURE|SAN PEDRO,200
SAN JOSE|PEREZ ZELEDON|CAI. PABRU PRESBERI,209
ALAJUELA|UPALA|SANTA CLARA (PARTE ESTE),557
ALAJUELA|CENTRAL|CAI. AMBITO E INDICIADOS PENSIONES,356
ALAJUELA|SAN CARLOS|GUARIA DE FORTUNA,124
ALAJUELA|SAN CARLOS|CAI. NELSON MANDELA,436
GUANACASTE|NANDAYURE|BEJUCO,256
SAN JOSE|CENTRAL|C.S.M CAPEMCOL,111
LIMON|SIQUIRRES|GUAYACAN,204
LIMON|TALAMANCA|BRATSI (BAMBU O DON DIEGO),438
GUANACASTE|NICOYA|CABALLITO,313
GUANACASTE|ABANGARES|MONTE POTRERO O PUEBLO NUEVO,308
LIMON|SIQUIRRES|LUCHA,253
ALAJUELA|UPALA|BUENOS AIRES,168
GUANACASTE|BAGACES|PUEBLO NUEVO,210
GUANACASTE|ABANGARES|LA SIERRA (LAS MINAS),338
PUNTARENAS|COTO BRUS|MONTERREY,82
GUANACASTE|NICOYA|RIO GRANDE,423
PUNTARENAS|MONTES DE ORO|CEDRAL,360
ALAJUELA|GUATUSO|SANTA FE,412
CONSULADO|PERU|LIMA,239
HEREDIA|SARAPIQUI|LOS ARBOLITOS (PARTE ESTE),149
ALAJUELA|UPALA|SANTO DOMINGO,219
GUANACASTE|BAGACES|BAGATZI,227
GUANACASTE|CAÑAS|POROZAL,372
ALAJUELA|RIO CUARTO|SAN RAFAEL DE RIO CUARTO(CUCARACHO,385
GUANACASTE|TILARAN|SAN MIGUEL,235
PUNTARENAS|BUENOS AIRES|PALMITAL,121
ALAJUELA|LOS CHILES|PORVENIR DE SAN JORGE,319
CARTAGO|PARAISO|ALEGRIA,144
GUANACASTE|ABANGARES|SAN JOAQUIN,335
PUNTARENAS|CENTRAL|CABUYA,341
ALAJUELA|GUATUSO|LA GARITA,50
GUANACASTE|NICOYA|EL ROSARIO,344
GUANACASTE|TILARAN|LA UNION,63
GUANACASTE|NICOYA|BARCO QUEBRADO,437
ALAJUELA|UPALA|LAS FLORES,195
GUANACASTE|BAGACES|SALITRAL,133
LIMON|POCOCI|CAI. 20 DE DICIEMBRE,210
PUNTARENAS|ESPARZA|ARTIEDA (CHUMICAL),64
GUANACASTE|SANTA CRUZ|TEMPATE,540
ALAJUELA|SAN RAMON|CALLE LEON,346
HEREDIA|SARAPIQUI|GOLFITO,182
CONSULADO|REPUBLICA DOMINICANA|SANTO DOMINGO,169
ALAJUELA|SAN CARLOS|SAN BOSCO,324
PUNTARENAS|CENTRAL|FLORIDA(ISLA VENADO PARTE),276
LIMON|POCOCI|CAI. CARLOS LUIS F. (AGROPECUARIO),112
ALAJUELA|SAN RAMON|SAN FRANCISCO,199
ALAJUELA|SAN CARLOS|LA UNION,289
CONSULADO|RUSIA|MOSCU,55
HEREDIA|SARAPIQUI|SAN JOSE DE RIO SARAPIQUI,38
ALAJUELA|SAN RAMON|LA PAZ,381
ALAJUELA|UPALA|CUATRO BOCAS,455
GUANACASTE|TILARAN|LOS ANGELES (SANTA ROSA),927
ALAJUELA|UPALA|GUAYABAL O EL CARMEN,209
GUANACASTE|NANDAYURE|CERRO AZUL,139
CONSULADO|CUBA|LA HABANA,44
GUANACASTE|CAÑAS|SAN JUAN,97
PUNTARENAS|BUENOS AIRES|LAS VEGAS DE RIO CHANGUENA,118
CARTAGO|OREAMUNO|SAN JUAN DE CHICUA,569
CONSULADO|INDIA|NUEVA DELHI,12
GUANACASTE|TILARAN|SAN LUIS,298
ALAJUELA|NARANJO|LOURDES,605
ALAJUELA|UPALA|COLONIA LIBERTAD,182
SAN JOSE|DESAMPARADOS|CAI. VILMA CURLING RIVERA,242
GUANACASTE|NICOYA|IGUANITA,244
GUANACASTE|NICOYA|MATAMBUGUITO,201
GUANACASTE|TILARAN|VIEJO ARENAL,59
ALAJUELA|UPALA|MORENO CAÑAS,460
ALAJUELA|UPALA|LLANO AZUL,314
ALAJUELA|CENTRAL|CAI.  AMBITO D (MEDIANA CERRADA),488
GUANACASTE|NICOYA|SABANA GRANDE,515
CARTAGO|EL GUARCO|PATIO DE AGUA,131
PUNTARENAS|CENTRAL|CEBADILLA DE ARANJUEZ (BRILLANTE),273
PUNTARENAS|CENTRAL|COYOLITO (OESTE),265
CARTAGO|JIMENEZ|SANTA MARTA,54
HEREDIA|SARAPIQUI|LLANO GRANDE,174
GUANACASTE|NANDAYURE|QUEBRADA NANDO,127
PUNTARENAS|CORREDORES|LOS PLANES,178
GUANACASTE|NICOYA|MONTAÑITA,88
GUANACASTE|SANTA CRUZ|SAN JOSE DE LA MONTAÑA,188
